sname,dname,numtsttakr12,numtsttakr11,pct_erw_bm_12,pct_math_bm_12,pct_erw_bm_11,pct_math_bm_11,imp_erw_bm_12,imp_math_bm_12,imp_erw_bm_11,imp_math_bm_11,tot_imp_erw_bm_12,tot_imp_math_bm_12,tot_imp_erw_bm_11,tot_imp_math_bm_11
Augustus F. Hawkins High B Community Health Advocates,Los Angeles Unified,28,68,0.25,0.1071,0.0882,0.0441,0.19355,0.08291682,0.06828444,0.03414222,5,2,5,2
Eastside High,Antelope Valley Union High,137,450,0.45990000000000003,0.0949,0.3111,0.1044,0.35605458,0.07347158,0.24085362,0.08082648,49,10,108,36
Maywood Academy High,Los Angeles Unified,89,248,0.4607,0.21350000000000002,0.1976,0.0645,0.35667394,0.1652917,0.15298192,0.0499359,32,15,38,12
STEM Academy at Bernstein High,Los Angeles Unified,63,127,0.4762,0.3175,0.4646,0.32280000000000003,0.36867404000000004,0.2458085,0.35969332,0.24991176,23,15,46,32
George Washington Preparatory High,Los Angeles Unified,62,140,0.4355,0.1613,0.15710000000000002,0.06430000000000001,0.3371641,0.12487846,0.12162682000000001,0.04978106000000001,21,8,17,7
Soledad High,Soledad Unified,136,288,0.38970000000000005,0.0882,0.2882,0.09380000000000001,0.30170574000000006,0.06828444,0.22312444,0.07261996000000001,41,9,64,21
Health Careers Academy,Stockton Unified,126,114,0.381,0.19840000000000002,0.5526,0.2807,0.2949702,0.15360128,0.42782292,0.21731794000000001,37,19,49,25
Helen Bernstein High,Los Angeles Unified,35,118,0.3714,0.2286,0.161,0.050800000000000005,0.28753788,0.17698212,0.1246462,0.03932936,10,6,15,5
Los Angeles High School of the Arts,Los Angeles Unified,46,92,0.36960000000000004,0.1957,0.2391,0.13040000000000002,0.28614432,0.15151094,0.18511122,0.10095568,13,7,17,9
Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),Los Angeles Unified,32,93,0.5625,0.3125,0.30110000000000003,0.1505,0.4354875,0.2419375,0.23311162000000002,0.1165171,14,8,22,11
Centennial High,Compton Unified,172,171,0.2384,0.0872,0.1754,0.0234,0.18456928,0.06751024,0.13579468,0.018116280000000002,32,12,23,3
Mountain Empire High,Mountain Empire Unified,39,49,0.5128,0.17950000000000002,0.5102,0.34690000000000004,0.39700976000000004,0.1389689,0.39499684,0.26856998000000004,15,5,19,13
David Starr Jordan Senior High,Los Angeles Unified,22,26,0.31820000000000004,0.0,0.2308,0.07690000000000001,0.24635044000000003,0.0,0.17868536000000002,0.05953598000000001,5,0,5,2
Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,Los Angeles Unified,105,185,0.4571,0.2857,0.3784,0.2541,0.35388682,0.22118894,0.29295728,0.19672422,37,23,54,36
East Nicolaus High,East Nicolaus Joint Union High,35,18,0.4857,0.2,0.5556,0.16670000000000001,0.37602894000000003,0.15484,0.43014552,0.12905914000000002,13,5,8,2
Norte Vista High,Alvord Unified,138,449,0.5145000000000001,0.2681,0.343,0.1626,0.39832590000000007,0.20756302000000001,0.2655506,0.12588491999999998,55,29,119,57
Summit High,Fontana Unified,531,569,0.4539,0.2335,0.4763,0.29350000000000004,0.35140938,0.1807757,0.36875146,0.22722770000000003,187,96,210,129
Contreras Learning Center-Los Angeles School of Global Studies,Los Angeles Unified,22,69,0.2273,0.1364,0.1739,0.08700000000000001,0.17597566,0.10560088,0.13463338,0.06735540000000001,4,2,9,5
Lynwood High,Lynwood Unified,355,471,0.3831,0.13520000000000001,0.3355,0.1062,0.29659602,0.10467184000000002,0.25974410000000003,0.08222004000000001,105,37,122,39
Edward C. Merlo Institute of Environmental Studies,Stockton Unified,41,36,0.2439,0.0488,0.30560000000000004,0.19440000000000002,0.18882738000000002,0.03778096,0.23659552000000003,0.15050448000000002,8,2,9,5
Los Angeles Senior High,Los Angeles Unified,120,244,0.38330000000000003,0.1917,0.2869,0.1598,0.29675086,0.14841414,0.22211798,0.12371715999999999,36,18,54,30
Contreras Learning Center-School of Social Justice,Los Angeles Unified,94,79,0.2766,0.0745,0.1899,0.07590000000000001,0.21414372,0.0576779,0.14702058,0.058761780000000007,20,5,12,5
Sylmar Biotech Health and Engineering Magnet,Los Angeles Unified,16,46,0.3125,0.125,0.36960000000000004,0.08700000000000001,0.2419375,0.096775,0.28614432,0.06735540000000001,4,2,13,3
Luther Burbank High,Sacramento City Unified,75,368,0.48,0.1867,0.25270000000000004,0.1277,0.371616,0.14454314000000001,0.19564034000000002,0.09886534000000001,28,11,72,36
Woodrow Wilson Senior High,Los Angeles Unified,146,297,0.4726,0.274,0.36360000000000003,0.18180000000000002,0.36588692,0.2121308,0.28149912000000005,0.14074956000000002,53,31,84,42
Arleta High,Los Angeles Unified,98,289,0.46940000000000004,0.35710000000000003,0.3599,0.1869,0.36340948,0.27646682,0.27863458,0.14469798,36,27,81,42
West Adams Preparatory High,Los Angeles Unified,110,235,0.33640000000000003,0.2091,0.21280000000000002,0.0979,0.26044088000000004,0.16188522,0.16474976000000002,0.07579418,29,18,39,18
Franklin High,Stockton Unified,318,369,0.27040000000000003,0.17300000000000001,0.2222,0.1491,0.20934368000000003,0.13393660000000002,0.17202724,0.11543322,67,43,63,43
Mira Monte High,Kern High,183,48,0.388,0.1366,0.3125,0.1458,0.30038960000000003,0.10575572,0.2419375,0.11287836000000001,55,19,12,5
Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,62,122,0.4355,0.129,0.3934,0.2131,0.3371641,0.0998718,0.30457028,0.16498202,21,6,37,20
Adelanto High,Victor Valley Union High,75,320,0.56,0.1867,0.36560000000000004,0.1188,0.43355200000000005,0.14454314000000001,0.28304752000000005,0.09197496000000001,33,11,91,29
Weber Institute,Stockton Unified,85,93,0.4118,0.2,0.4194,0.2258,0.31881556,0.15484,0.32469948,0.17481436,27,13,30,16
UCLA Community K-12,Los Angeles Unified,56,120,0.5179,0.375,0.3417,0.225,0.40095818,0.290325,0.26454414,0.17419500000000002,22,16,32,21
Engineering and Technology Academy at Esteban E. Torres High No. 3,Los Angeles Unified,18,85,0.4444,0.16670000000000001,0.2,0.0824,0.34405448,0.12905914000000002,0.15484,0.06379408,6,2,13,5
Birmingham Community Charter High,Los Angeles Unified,614,694,0.4055,0.20850000000000002,0.44520000000000004,0.28240000000000004,0.3139381,0.16142070000000003,0.34467384,0.21863408000000004,193,99,239,152
Natomas High,Natomas Unified,55,176,0.4,0.14550000000000002,0.3523,0.1364,0.30968,0.11264610000000001,0.27275066,0.10560088,17,6,48,19
Pacific High,San Bernardino City Unified,43,177,0.39530000000000004,0.1628,0.2881,0.0734,0.30604126000000004,0.12603976,0.22304702,0.05682628000000001,13,5,39,10
