sname,dname,numtsttakr12,numtsttakr11,pct_erw_bm_12,pct_math_bm_12,pct_erw_bm_11,pct_math_bm_11,imp_erw_bm_12,imp_math_bm_12,imp_erw_bm_11,imp_math_bm_11,tot_imp_erw_bm_12,tot_imp_math_bm_12,tot_imp_erw_bm_11,tot_imp_math_bm_11
Condor High,Oxnard Union High,61,58,0.16390000000000002,0.0328,0.27590000000000003,0.0172,0.12689138000000003,0.02539376,0.21360178000000002,0.01331624,8,2,12,1
Oxnard High,Oxnard Union High,395,571,0.5165000000000001,0.2911,0.4746,0.2732,0.39987430000000007,0.22536962000000002,0.36743532,0.21151144,158,89,210,121
Leuzinger High,Centinela Valley Union High,170,262,0.4471,0.2412,0.5344,0.2939,0.34614482,0.18673704,0.41373248,0.22753737999999998,59,32,108,60
Opportunities for Learning - Baldwin Park,Baldwin Park Unified,145,144,0.5517000000000001,0.1655,0.5625,0.22920000000000001,0.42712614000000004,0.1281301,0.4354875,0.17744664000000002,62,19,63,26
Dr. Maya Angelou Community High,Los Angeles Unified,97,224,0.27840000000000004,0.061900000000000004,0.125,0.0268,0.21553728000000003,0.047922980000000004,0.096775,0.02074856,21,5,22,5
Orange Vista High,Val Verde Unified,385,585,0.27790000000000004,0.1169,0.41200000000000003,0.1385,0.21515018000000002,0.09050398,0.31897040000000004,0.10722670000000001,83,35,187,63
Central City Value,Los Angeles Unified,83,48,0.3373,0.1325,0.5625,0.25,0.26113766,0.1025815,0.4354875,0.19355,22,9,21,9
Sunnyside High,Fresno Unified,193,502,0.4041,0.18130000000000002,0.4203,0.1633,0.31285422,0.14036246000000002,0.32539626,0.12642686,60,27,163,63
Huntington Park Senior High,Los Angeles Unified,130,311,0.3154,0.1077,0.30870000000000003,0.1447,0.24418268,0.08338134,0.23899554000000003,0.11202674,32,11,74,35
Desert Mirage High,Coachella Valley Unified,125,123,0.456,0.184,0.5041,0.2927,0.3530352,0.1424528,0.39027422,0.22660834000000002,44,18,48,28
Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,55,71,0.4182,0.0727,0.1549,0.0845,0.32377044,0.05628434,0.11992358,0.0654199,18,3,9,5
Alliance Ted K. Tajima High,Los Angeles Unified,57,108,0.4912,0.33330000000000004,0.463,0.3148,0.38028704,0.25804086000000004,0.3584546,0.24371816000000002,22,15,39,26
Bert Corona Charter High,Los Angeles Unified,29,66,0.27590000000000003,0.1379,0.2727,0.1364,0.21360178000000002,0.10676218,0.21112434,0.10560088,6,3,14,7
Dominguez High,Compton Unified,101,320,0.3564,0.1188,0.38130000000000003,0.12810000000000002,0.27592488,0.09197496000000001,0.29520246,0.09917502000000002,28,9,94,32
School for the Visual Arts and Humanities,Los Angeles Unified,64,87,0.3906,0.0781,0.2644,0.1494,0.30240252,0.06046502,0.20469848000000002,0.11566548,19,4,18,10
James Lick High,East Side Union High,94,237,0.41490000000000005,0.2766,0.4515,0.25320000000000004,0.32121558000000006,0.21414372,0.3495513,0.19602744000000002,30,20,83,46
Fontana High,Fontana Unified,218,506,0.4358,0.23850000000000002,0.4605,0.22130000000000002,0.33739636,0.18464670000000002,0.35651910000000003,0.17133046000000002,74,40,180,87
Thirty-Second Street USC Performing Arts,Los Angeles Unified,57,73,0.5439,0.21050000000000002,0.5479,0.3425,0.42108738,0.1629691,0.42418418,0.2651635,24,9,31,19
John C. Fremont Senior High,Los Angeles Unified,85,465,0.4118,0.12940000000000002,0.23870000000000002,0.060200000000000004,0.31881556,0.10018148000000002,0.18480154000000001,0.046606840000000004,27,9,86,22
Thomas Jefferson Senior High,Los Angeles Unified,68,131,0.2353,0.1029,0.1985,0.0916,0.18216926,0.07966518,0.1536787,0.07091672,12,5,20,9
Castlemont High,Oakland Unified,46,23,0.2391,0.08700000000000001,0.39130000000000004,0.13040000000000002,0.18511122,0.06735540000000001,0.30294446,0.10095568,9,3,7,2
Bell Senior High,Los Angeles Unified,318,543,0.5157,0.2579,0.4199,0.2265,0.39925494000000006,0.19966618000000003,0.32508658,0.1753563,127,63,177,95
Lakewood High,Long Beach Unified,595,658,0.5445,0.3462,0.5228,0.2766,0.4215519,0.26802804,0.40475176,0.21414372,251,159,266,141
Nathaniel Narbonne Senior High,Los Angeles Unified,223,434,0.5157,0.33180000000000004,0.4078,0.2396,0.39925494000000006,0.25687956,0.31571876,0.18549832,89,57,137,81
Sylmar Charter High,Los Angeles Unified,182,317,0.48900000000000005,0.2912,0.40690000000000004,0.2177,0.3785838,0.22544704000000002,0.31502198000000003,0.16854334,69,41,100,53
Animo Pat Brown,Los Angeles Unified,103,101,0.4272,0.2233,0.40590000000000004,0.2376,0.33073824,0.17287886,0.31424778000000003,0.18394992000000002,34,18,32,19
Citrus Hill High,Val Verde Unified,447,367,0.40490000000000004,0.2394,0.43870000000000003,0.1962,0.31347358000000003,0.18534348,0.33964154,0.15189804,140,83,125,56
Herbert Hoover High,Fresno Unified,89,311,0.4045,0.1685,0.4148,0.15430000000000002,0.3131639,0.1304527,0.32113816,0.11945906000000002,28,12,100,37
Seaside High,Monterey Peninsula Unified,177,85,0.4294,0.2768,0.4706,0.3529,0.33244148,0.21429856,0.36433852,0.27321518,59,38,31,23
Marshall (Thurgood) High,San Francisco Unified,51,55,0.2157,0.2353,0.2364,0.1636,0.16699494,0.18216926,0.18302088,0.12665912,9,9,10,7
Lincoln High,San Diego Unified,157,137,0.4204,0.1592,0.3796,0.1825,0.32547368,0.12325264000000001,0.29388632,0.1412915,51,19,40,19
Academia Avance Charter,SBE - Academia Avance Charter,42,40,0.35710000000000003,0.1429,0.47500000000000003,0.225,0.27646682,0.11063318,0.36774500000000004,0.17419500000000002,12,5,15,7
Adelanto High,Victor Valley Union High,102,355,0.5392,0.1471,0.3831,0.09580000000000001,0.41744864,0.11388482000000001,0.29659602,0.07416836,43,12,105,26
Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,67,133,0.3284,0.20900000000000002,0.42860000000000004,0.1278,0.25424728,0.1618078,0.33182212000000005,0.09894275999999999,17,11,44,13
Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,127,115,0.34650000000000003,0.1575,0.2957,0.2087,0.2682603,0.1219365,0.22893094000000003,0.16157554,34,15,26,19
PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,37,68,0.4595,0.2973,0.4559,0.3088,0.35574490000000003,0.23016966,0.35295778,0.23907296,13,9,24,16
North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,42,24,0.42860000000000004,0.1429,0.375,0.125,0.33182212000000005,0.11063318,0.290325,0.096775,14,5,7,2
Littlerock High,Antelope Valley Union High,63,296,0.5238,0.26980000000000004,0.46280000000000004,0.1486,0.40552596,0.20887916000000004,0.35829976,0.11504612,26,13,106,34
Northview High,Covina-Valley Unified,313,279,0.43770000000000003,0.262,0.45520000000000005,0.3118,0.33886734,0.2028404,0.35241584000000004,0.24139556,106,63,98,67
Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,121,129,0.32230000000000003,0.25620000000000004,0.4496,0.2558,0.24952466000000004,0.19835004000000003,0.34808032,0.19804036000000003,30,24,45,26
Animo Ralph Bunche Charter High,Los Angeles Unified,80,102,0.36250000000000004,0.125,0.48040000000000005,0.18630000000000002,0.28064750000000005,0.096775,0.37192568000000004,0.14423346,22,8,38,15
Jurupa Valley High,Jurupa Unified,68,236,0.5441,0.36760000000000004,0.5381,0.29660000000000003,0.42124222,0.28459592,0.41659702000000004,0.22962772000000004,29,19,98,54
Los Angeles Leadership Academy,Los Angeles Unified,46,39,0.36960000000000004,0.1087,0.4359,0.10260000000000001,0.28614432,0.08415554,0.33747378,0.07943292,13,4,13,3
New Designs Charter,Los Angeles Unified,67,41,0.5224,0.22390000000000002,0.4146,0.26830000000000004,0.40444208,0.17334338000000002,0.32098332,0.20771786000000003,27,12,13,9
Palomares Academy of Health Science,Pomona Unified,37,22,0.3514,0.1081,0.4091,0.36360000000000003,0.27205387999999997,0.08369102,0.31672522000000003,0.28149912000000005,10,3,7,6
Oakland International High,Oakland Unified,24,19,0.0833,0.2917,0.21050000000000002,0.42110000000000003,0.06449086,0.22583414000000002,0.1629691,0.32601562,2,5,3,6
Animo Jackie Robinson High,Los Angeles Unified,116,110,0.28450000000000003,0.2672,0.4455,0.2818,0.22025990000000004,0.20686624,0.3449061,0.21816955999999998,26,24,38,24
Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,126,140,0.42860000000000004,0.1825,0.4786,0.2786,0.33182212000000005,0.1412915,0.37053212,0.21569212000000001,42,18,52,30
Arleta High,Los Angeles Unified,147,298,0.3129,0.1837,0.3826,0.21480000000000002,0.24224718,0.14222054,0.29620892,0.16629816000000003,36,21,88,50
West Adams Preparatory High,Los Angeles Unified,173,311,0.3699,0.15030000000000002,0.2637,0.1125,0.28637658,0.11636226000000001,0.20415654,0.08709750000000001,50,20,63,27
MetWest High,Oakland Unified,18,41,0.2778,0.16670000000000001,0.3171,0.1463,0.21507276,0.12905914000000002,0.24549882,0.11326546000000001,4,2,10,5
Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles Unified,85,66,0.2353,0.07060000000000001,0.4242,0.2121,0.18216926,0.05465852000000001,0.32841564,0.16420782,15,5,22,11
South Gate Senior High,Los Angeles Unified,250,539,0.54,0.26,0.397,0.1391,0.41806800000000005,0.201292,0.3073574,0.10769122,105,50,166,58
Woodrow Wilson Senior High,Los Angeles Unified,174,290,0.5115000000000001,0.1264,0.36210000000000003,0.19310000000000002,0.39600330000000006,0.09785888000000001,0.28033782,0.14949802,69,17,81,43
Lynwood High,Lynwood Unified,179,423,0.5419,0.21230000000000002,0.40900000000000003,0.1442,0.41953898000000006,0.16436266000000002,0.31664780000000003,0.11163964,75,29,134,47
Academies of Education and Empowerment at Carson High,Los Angeles Unified,48,136,0.4792,0.25,0.47790000000000005,0.11030000000000001,0.37099664,0.19355,0.36999018000000006,0.08539426000000001,18,9,50,12
Contreras Learning Center-School of Social Justice,Los Angeles Unified,92,104,0.2174,0.0978,0.2404,0.08650000000000001,0.16831108,0.07571676,0.18611768,0.06696830000000001,15,7,19,7
Luther Burbank High,Sacramento City Unified,123,324,0.439,0.2439,0.3549,0.14200000000000002,0.3398738,0.18882738000000002,0.27476358,0.10993640000000002,42,23,89,36
Fairvalley High (Continuation),Covina-Valley Unified,44,46,0.15910000000000002,0.0,0.1739,0.0,0.12317522000000002,0.0,0.13463338,0.0,5,0,6,0
Covina High,Covina-Valley Unified,260,266,0.4731,0.23850000000000002,0.5301,0.2632,0.36627402000000003,0.18464670000000002,0.41040342,0.20376944,95,48,109,54
Tahquitz High,Hemet Unified,282,51,0.4504,0.20570000000000002,0.549,0.2745,0.34869968,0.15925294,0.4250358,0.2125179,98,45,22,11
Los Angeles Senior High,Los Angeles Unified,229,232,0.35810000000000003,0.20520000000000002,0.3405,0.1078,0.27724102,0.15886584,0.26361510000000005,0.08345876,63,36,61,19
Sylmar Biotech Health Academy,Los Angeles Unified,30,60,0.2667,0.1,0.4,0.05,0.20647914,0.07742,0.30968,0.03871,6,2,19,2
Century High,Santa Ana Unified,368,109,0.2582,0.14400000000000002,0.5229,0.3119,0.19989843999999998,0.11148480000000001,0.40482918,0.24147298,74,41,44,26
Valley High,Elk Grove Unified,184,296,0.5,0.2717,0.40540000000000004,0.2432,0.3871,0.21035014,0.31386068,0.18828544,71,39,93,56
Susan Miller Dorsey Senior High,Los Angeles Unified,93,127,0.2366,0.0538,0.2677,0.0551,0.18317572000000001,0.04165196,0.20725334,0.04265842,17,4,26,5
James A. Garfield Senior High,Los Angeles Unified,318,602,0.4748,0.3491,0.45020000000000004,0.25420000000000004,0.36759016,0.27027322000000004,0.34854484,0.19680164000000003,117,86,210,118
East Valley Senior High,Los Angeles Unified,82,103,0.2439,0.0976,0.2427,0.068,0.18882738000000002,0.07556192,0.18789834,0.0526456,15,6,19,5
Cabrillo High,Long Beach Unified,448,473,0.3415,0.13620000000000002,0.3214,0.1078,0.2643893,0.10544604000000002,0.24882788,0.08345876,118,47,118,39
Colton High,Colton Joint Unified,86,195,0.5581,0.3256,0.5487000000000001,0.2872,0.43208102000000004,0.25207952,0.42480354000000004,0.22235024,37,22,83,43
Camino Nuevo Charter High,Los Angeles Unified,70,48,0.3286,0.057100000000000005,0.39580000000000004,0.125,0.25440212,0.04420682,0.30642836,0.096775,18,3,15,5
Moreno Valley High,Moreno Valley Unified,472,279,0.3347,0.12710000000000002,0.5484,0.21860000000000002,0.25912474,0.09840082000000001,0.42457128,0.16924012000000002,122,46,118,47
Sonia Sotomayor Arts and Sciences Academies,Los Angeles Unified,84,102,0.33330000000000004,0.131,0.3529,0.0784,0.25804086000000004,0.1014202,0.27321518,0.06069728,22,9,28,6
University Preparatory Value High,Los Angeles Unified,97,102,0.35050000000000003,0.15460000000000002,0.2647,0.1569,0.2713571,0.11969132000000002,0.20493074,0.12147198000000001,26,12,21,12
Caruthers High,Caruthers Unified,57,67,0.5088,0.21050000000000002,0.44780000000000003,0.2836,0.39391296000000003,0.1629691,0.34668676000000004,0.21956312,22,9,23,15
Calero High,East Side Union High,24,58,0.25,0.0417,0.2069,0.069,0.19355,0.03228414,0.16018198,0.0534198,5,1,9,3
Palmdale High,Antelope Valley Union High,108,428,0.463,0.1574,0.43460000000000004,0.1121,0.3584546,0.12185908000000001,0.33646732,0.08678782,39,13,144,37
John Muir High,Pasadena Unified,117,35,0.5043,0.188,0.4571,0.2857,0.39042906,0.1455496,0.35388682,0.22118894,46,17,12,8
Valley Academy of Arts and Sciences,Los Angeles Unified,107,237,0.5327000000000001,0.2617,0.5105000000000001,0.19410000000000002,0.41241634000000005,0.20260814,0.39522910000000006,0.15027222,44,22,94,36
Roosevelt High,Fresno Unified,67,250,0.3134,0.0597,0.332,0.112,0.24263428,0.04621974,0.2570344,0.0867104,16,3,64,22
Animo Leadership High,Lennox,89,145,0.5618000000000001,0.191,0.5379,0.22760000000000002,0.43494556000000006,0.1478722,0.41644218000000005,0.17620792000000002,39,13,60,26
George Washington Preparatory High,Los Angeles Unified,60,194,0.25,0.06670000000000001,0.27840000000000004,0.067,0.19355,0.05163914000000001,0.21553728000000003,0.051871400000000005,12,3,42,10
Academy for Multilingual Arts and Science at Mervyn M. Dymally High,Los Angeles Unified,31,147,0.1935,0.0645,0.1701,0.013600000000000001,0.14980770000000002,0.0499359,0.13169142,0.010529120000000001,5,2,19,2
Gompers Preparatory Academy,San Diego Unified,65,144,0.5385,0.15380000000000002,0.4167,0.1389,0.41690669999999996,0.11907196000000002,0.32260914,0.10753638,27,8,46,15
B. Roberto Cruz Leadership Academy,East Side Union High,20,37,0.2,0.05,0.27030000000000004,0.1622,0.15484,0.03871,0.20926626000000004,0.12557524,3,1,8,5
James Monroe High,Los Angeles Unified,117,367,0.5299,0.2222,0.297,0.1335,0.41024858000000003,0.17202724,0.2299374,0.10335570000000001,48,20,84,38
San Fernando Senior High,Los Angeles Unified,136,427,0.5147,0.31620000000000004,0.3302,0.1663,0.39848074000000006,0.24480204000000003,0.25564084,0.12874946,54,33,109,55
NAVA College Preparatory Academy,Los Angeles Unified,38,153,0.3421,0.1053,0.29410000000000003,0.1111,0.26485382,0.08152326,0.22769222000000003,0.08601362,10,3,35,13
San Bernardino High,San Bernardino City Unified,50,301,0.44,0.22,0.2957,0.113,0.340648,0.170324,0.22893094000000003,0.0874846,17,9,69,26
Leadership Military Academy,Riverside County Office of Education,42,78,0.11900000000000001,0.0,0.0641,0.0,0.09212980000000001,0.0,0.049626220000000006,0.0,4,0,4,0
Orangewood High (Continuation),Redlands Unified,49,29,0.1429,0.061200000000000004,0.3793,0.069,0.11063318,0.047381040000000006,0.29365406,0.0534198,5,2,9,2
Desert Hot Springs High,Palm Springs Unified,62,99,0.5161,0.2581,0.5152,0.2727,0.39956462,0.19982102,0.39886784,0.21112434,25,12,39,21
Victor Valley High,Victor Valley Union High,110,368,0.5091,0.17270000000000002,0.3043,0.14400000000000002,0.39414522,0.13370434,0.23558906000000002,0.11148480000000001,43,15,87,41
Maywood Center for Enriched Studies,Los Angeles Unified,45,224,0.5333,0.2889,0.4107,0.29910000000000003,0.41288086,0.22366638,0.31796394,0.23156322000000001,19,10,71,52
"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Los Angeles Unified,96,107,0.2604,0.0729,0.1963,0.009300000000000001,0.20160168,0.056439180000000005,0.15197546,0.00720006,19,5,16,1
Elizabeth Learning Center,Los Angeles Unified,76,188,0.5395,0.1711,0.22340000000000002,0.11170000000000001,0.41768089999999997,0.13246562,0.17295628000000002,0.08647814000000001,32,10,33,16
Indian Springs High,San Bernardino City Unified,111,355,0.41440000000000005,0.1802,0.2958,0.14930000000000002,0.32082848,0.13951084,0.22900836,0.11558806,36,15,81,41
San Gorgonio High,San Bernardino City Unified,92,336,0.5109,0.1739,0.3482,0.1935,0.39553878000000003,0.13463338,0.26957644000000003,0.14980770000000002,36,12,91,50
Citrus High (Continuation),Fontana Unified,94,113,0.031900000000000005,0.0,0.0796,0.0177,0.024696980000000004,0.0,0.061626320000000005,0.01370334,2,0,7,2
Sotomayor Arts and Sciences Magnet,Los Angeles Unified,35,99,0.3714,0.0857,0.202,0.0606,0.28753788,0.06634894,0.1563884,0.04691652,10,2,15,5
Susan Miller Dorsey Senior High,Los Angeles Unified,52,139,0.25,0.07690000000000001,0.18710000000000002,0.014400000000000001,0.19355,0.05953598000000001,0.14485282000000002,0.01114848,10,3,20,2
James A. Garfield Senior High,Los Angeles Unified,282,548,0.4929,0.2908,0.36860000000000004,0.2701,0.38160318,0.22513736,0.28537012,0.20911142,108,63,156,115
University Preparatory Value High,Los Angeles Unified,103,114,0.2718,0.1165,0.3246,0.193,0.21042755999999999,0.0901943,0.25130532,0.14942060000000001,22,9,29,17
Palmdale High,Antelope Valley Union High,98,417,0.551,0.10200000000000001,0.38130000000000003,0.11750000000000001,0.4265842,0.07896840000000001,0.29520246,0.09096850000000001,42,8,123,38
Calero High,East Side Union High,15,60,0.33330000000000004,0.0,0.15,0.0333,0.25804086000000004,0.0,0.11613,0.025780860000000003,4,0,7,2
Eric Birch High (Continuation),Fontana Unified,67,83,0.1343,0.0,0.0482,0.0361,0.10397506000000001,0.0,0.03731644,0.02794862,7,0,3,2
East Valley Senior High,Los Angeles Unified,61,108,0.29510000000000003,0.0492,0.1852,0.0833,0.22846642000000003,0.03809064,0.14338184,0.06449086,14,2,15,7
School for the Visual Arts and Humanities,Los Angeles Unified,30,77,0.4,0.1333,0.3377,0.1429,0.30968,0.10320086,0.26144734,0.11063318,9,3,20,9
Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,27,57,0.4444,0.1852,0.2982,0.21050000000000002,0.34405448,0.14338184,0.23086644,0.1629691,9,4,13,9
Dr. Maya Angelou Community High,Los Angeles Unified,107,181,0.2336,0.0187,0.1105,0.0497,0.18085312,0.01447754,0.0855491,0.03847774,19,2,15,7
Dominguez High,Compton Unified,311,344,0.30870000000000003,0.0804,0.3052,0.1134,0.23899554000000003,0.06224568,0.23628584000000002,0.08779428,74,19,81,30
Huntington Park Senior High,Los Angeles Unified,72,259,0.3194,0.16670000000000001,0.17370000000000002,0.0811,0.24727948000000002,0.12905914000000002,0.13447854,0.06278762,18,9,35,16
Orange Vista High,Val Verde Unified,542,532,0.3376,0.11810000000000001,0.3703,0.1729,0.26136992000000003,0.09143302,0.28668626,0.13385918,142,50,153,71
Thomas Jefferson Senior High,Los Angeles Unified,44,103,0.31820000000000004,0.1364,0.1942,0.0485,0.24635044000000003,0.10560088,0.15034964,0.037548700000000004,11,5,15,4
San Juan High,San Juan Unified,28,53,0.46430000000000005,0.25,0.49060000000000004,0.32080000000000003,0.35946106000000005,0.19355,0.37982252000000005,0.24836336000000003,10,5,20,13
Fontana High,Fontana Unified,511,493,0.3209,0.1703,0.37320000000000003,0.2089,0.24844078000000003,0.13184626,0.28893144000000004,0.16173038,127,67,142,80
Citrus Hill High,Val Verde Unified,358,417,0.3547,0.176,0.4053,0.18710000000000002,0.27460874,0.1362592,0.31378326,0.14485282000000002,98,49,131,60
Cesar Chavez High,Stockton Unified,415,387,0.2723,0.17350000000000002,0.2506,0.1757,0.21081466,0.13432370000000002,0.19401452,0.13602693999999999,87,56,75,53
Stagg Senior High,Stockton Unified,275,266,0.19640000000000002,0.09820000000000001,0.2669,0.1316,0.15205288,0.07602644,0.20663398000000002,0.10188472,42,21,55,27
New Open World Academy K-12,Los Angeles Unified,47,84,0.44680000000000003,0.1489,0.381,0.1905,0.34591256000000004,0.11527838,0.2949702,0.1474851,16,5,25,12
Esteban Torres East LA Performing Arts Magnet,Los Angeles Unified,29,83,0.44830000000000003,0.1379,0.3373,0.12050000000000001,0.34707386,0.10676218,0.26113766,0.0932911,10,3,22,8
Belmont Senior High,Los Angeles Unified,45,119,0.4667,0.15560000000000002,0.20170000000000002,0.09240000000000001,0.36131914,0.12046552,0.15615614000000003,0.07153608,16,5,19,9
Compton High,Compton Unified,274,320,0.30660000000000004,0.1241,0.28750000000000003,0.15,0.23736972000000003,0.09607822,0.22258250000000002,0.11613,65,26,71,37
Canoga Park Senior High,Los Angeles Unified,79,275,0.5063,0.13920000000000002,0.28,0.1236,0.39197746,0.10776864000000001,0.21677600000000002,0.09569112,31,9,60,26
Hiram W. Johnson High,Sacramento City Unified,59,278,0.3729,0.2881,0.2554,0.1439,0.28869918,0.22304702,0.19773068000000002,0.11140738,17,13,55,31
Antelope Valley High,Antelope Valley Union High,72,279,0.4722,0.1389,0.21860000000000002,0.057300000000000004,0.36557724,0.10753638,0.16924012000000002,0.044361660000000004,26,8,47,12
Buena Vista Continuation High,Chino Valley Unified,46,56,0.06520000000000001,0.0,0.0893,0.0179,0.05047784,0.0,0.06913606,0.01385818,2,0,4,1
Chino High,Chino Valley Unified,345,378,0.46380000000000005,0.22030000000000002,0.4444,0.22490000000000002,0.35907396,0.17055626000000002,0.34405448,0.17411758000000002,124,59,130,66
Silverado High,Victor Valley Union High,101,500,0.5347000000000001,0.21780000000000002,0.322,0.162,0.41396474000000005,0.16862076,0.2492924,0.12542040000000002,42,17,125,63
Edward R. Roybal Learning Center,Los Angeles Unified,100,121,0.3,0.11,0.22310000000000002,0.0579,0.23226,0.085162,0.17272402,0.04482618,23,9,21,5
Felicitas and Gonzalo Mendez High,Los Angeles Unified,126,210,0.5,0.2063,0.2762,0.1762,0.3871,0.15971746,0.21383404,0.13641404,49,20,45,29
Ambassador-Global Leadership,Los Angeles Unified,41,70,0.3902,0.2439,0.21430000000000002,0.1714,0.30209284,0.18882738000000002,0.16591106000000003,0.13269788,12,8,12,9
Manual Arts Senior High,Los Angeles Unified,112,245,0.35710000000000003,0.1607,0.2,0.098,0.27646682,0.12441394,0.15484,0.0758716,31,14,38,19
Reseda Charter High,Los Angeles Unified,271,298,0.3542,0.203,0.44630000000000003,0.2416,0.27422164,0.1571626,0.34552546,0.18704672,74,43,103,56
Theodore Roosevelt Senior High,Los Angeles Unified,73,261,0.23290000000000002,0.137,0.1724,0.0881,0.18031118000000002,0.1060654,0.13347208,0.06820702,13,8,35,18
Linda Esperanza Marquez High C School of Social Justice,Los Angeles Unified,44,139,0.3864,0.1364,0.2374,0.0791,0.29915088,0.10560088,0.18379508,0.061239220000000004,13,5,26,9
Madera South High,Madera Unified,122,646,0.5,0.16390000000000002,0.3034,0.1316,0.3871,0.12689138000000003,0.23489228,0.10188472,47,15,152,66
Henry J. Kaiser High,Fontana Unified,406,484,0.34240000000000004,0.1749,0.3388,0.219,0.26508608,0.13540758,0.26229895999999997,0.1695498,108,55,127,82
Eisenhower Senior High,Rialto Unified,169,495,0.4852,0.3432,0.2909,0.1414,0.37564184,0.26570544,0.22521478,0.10947188,63,45,111,54
John H. Glenn High,Norwalk-La Mirada Unified,57,259,0.5088,0.2807,0.3282,0.2008,0.39391296000000003,0.21731794000000001,0.25409244,0.15545936,22,12,66,40
Santee Education Complex,Los Angeles Unified,243,372,0.3004,0.1481,0.2903,0.129,0.23256968,0.11465902,0.22475026,0.0998718,57,28,84,37
School of Business and Tourism at Contreras Learning Complex,Los Angeles Unified,44,79,0.25,0.1364,0.3038,0.24050000000000002,0.19355,0.10560088,0.23520196000000002,0.1861951,9,5,19,15
Sun Valley High,Los Angeles Unified,29,39,0.2069,0.069,0.1282,0.10260000000000001,0.16018198,0.0534198,0.09925244000000001,0.07943292,5,2,4,3
East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Los Angeles Unified,31,93,0.4516,0.2258,0.2043,0.08600000000000001,0.34962872,0.17481436,0.15816906,0.06658120000000001,11,5,15,6
William Workman High,Hacienda la Puente Unified,254,197,0.3543,0.2756,0.2995,0.3249,0.27429906,0.21336952,0.2318729,0.25153758000000004,70,54,46,50
Orestimba High,Newman-Crows Landing Unified,74,228,0.5405,0.32430000000000003,0.4474,0.2061,0.41845509999999997,0.25107306,0.34637708,0.15956262000000002,31,19,79,36
Augustus F. Hawkins High A Critical Design and Gaming,Los Angeles Unified,64,97,0.2031,0.0313,0.1753,0.061900000000000004,0.15724002,0.02423246,0.13571726,0.047922980000000004,10,2,13,5
Panorama High,Los Angeles Unified,39,175,0.2564,0.0256,0.21710000000000002,0.0743,0.19850488000000002,0.01981952,0.16807882000000002,0.05752306,8,1,29,10
Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,Los Angeles Unified,40,56,0.125,0.0,0.125,0.0179,0.096775,0.0,0.096775,0.01385818,4,0,5,1
Fontana A. B. Miller High,Fontana Unified,459,435,0.35950000000000004,0.1743,0.3977,0.1816,0.27832490000000004,0.13494306,0.30789934,0.14059472,128,62,134,61
Vista High,Lynwood Unified,106,15,0.037700000000000004,0.0094,0.06670000000000001,0.0,0.029187340000000003,0.00727748,0.05163914000000001,0.0,3,1,1,0
Animo College Preparatory Academy,Los Angeles Unified,64,24,0.1563,0.0313,0.2083,0.125,0.12100746,0.02423246,0.16126586,0.096775,8,2,4,2
Collegiate Charter High School of Los Angeles,Los Angeles Unified,33,34,0.5152,0.303,0.5,0.2647,0.39886784,0.2345826,0.3871,0.20493074,13,8,13,7
Don Antonio Lugo High,Chino Valley Unified,234,317,0.5085000000000001,0.20090000000000002,0.4858,0.2461,0.39368070000000005,0.15553678,0.37610636000000003,0.19053062,92,36,119,60
Leadership Military Academy - Indio,Riverside County Office of Education,15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jurupa Hills High,Fontana Unified,442,415,0.4186,0.2059,0.4072,0.253,0.32408012,0.15940778,0.31525424,0.1958726,143,70,131,81
Indio High,Desert Sands Unified,109,411,0.4312,0.156,0.365,0.1168,0.33383504,0.1207752,0.282583,0.09042656,36,13,116,37
Rancho Verde High,Val Verde Unified,468,426,0.4338,0.2179,0.44370000000000004,0.2207,0.33584796,0.16869818,0.34351254000000003,0.17086594,157,79,146,73
Marco Antonio Firebaugh High,Lynwood Unified,292,326,0.3356,0.1062,0.33740000000000003,0.15030000000000002,0.25982152000000003,0.08222004000000001,0.26121508000000004,0.11636226000000001,76,24,85,38
Edison High,Stockton Unified,490,414,0.26940000000000003,0.1163,0.24150000000000002,0.128,0.20856948000000003,0.09003946,0.1869693,0.09909760000000001,102,44,77,41
Contreras Learning Center-Academic Leadership Community,Los Angeles Unified,50,98,0.34,0.22,0.35710000000000003,0.1429,0.263228,0.170324,0.27646682,0.11063318,13,9,27,11
Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Los Angeles Unified,15,77,0.5333,0.2667,0.1948,0.1429,0.41288086,0.20647914,0.15081416,0.11063318,6,3,12,9
